Unnamed: 0,Gender,Age,Ever_Married,Family_Size,Profession,Graduated,Work_Experience,Energy_Consumption,Preferred_Renewable,Group
1192,Female,57,Yes,3.0,Engineer,Yes,,High,Wind,B
1193,Male,30,Yes,3.0,Artist,No,,Average,Solar,B
1194,Female,36,Yes,3.0,Artist,No,,Average,Solar,B
1195,Male,52,Yes,4.0,Entertainment,No,10.0,Average,Solar,A
1196,Male,42,Yes,2.0,Artist,Yes,3.0,Average,Solar,C
1197,Male,52,Yes,1.0,Engineer,No,,Low,Solar,D
1198,Male,28,Yes,3.0,Artist,Yes,0.0,Average,Tidal,D
1199,Female,43,Yes,1.0,Homemaker,No,7.0,Low,Solar,D
1200,Male,43,No,1.0,Artist,Yes,,Low,Solar,D
1201,Male,25,No,4.0,Doctor,No,0.0,Low,Solar,D
1202,Male,52,Yes,3.0,Executive,Yes,1.0,High,Solar,C
1203,Female,28,No,1.0,Homemaker,Yes,9.0,Low,Solar,D
1204,Male,56,Yes,4.0,Entertainment,Yes,0.0,Average,Solar,B
1205,Male,38,Yes,7.0,Executive,No,12.0,High,Solar,B
1206,Male,83,Yes,2.0,Lawyer,No,1.0,High,Solar,B
1207,Male,82,Yes,2.0,Lawyer,Yes,,High,Solar,C
1208,Male,32,Yes,,Homemaker,Yes,8.0,Low,Solar,D
1209,Female,35,No,1.0,Homemaker,Yes,12.0,Low,Solar,D
1210,Male,40,Yes,2.0,Marketing,Yes,0.0,Low,Solar,D
1211,Female,25,No,1.0,Homemaker,Yes,13.0,Low,,D
1212,Female,39,Yes,3.0,Artist,Yes,,Average,Solar,B
1213,Male,25,No,1.0,Artist,Yes,7.0,Low,Solar,D
1214,Male,52,Yes,4.0,Artist,Yes,0.0,Low,Solar,C
1215,Male,33,No,4.0,Artist,No,0.0,Low,Geothermal,D
1216,Male,28,No,3.0,Artist,Yes,6.0,Low,Solar,D
1217,Female,43,No,1.0,Artist,Yes,0.0,Low,Solar,A
1218,Male,30,No,,Artist,Yes,8.0,Low,Geothermal,A
1219,Female,84,Yes,2.0,Lawyer,Yes,1.0,High,Solar,B
1220,Male,48,Yes,4.0,Executive,Yes,6.0,High,Solar,C
1221,Female,55,Yes,2.0,Engineer,No,3.0,Average,Solar,B
1222,Female,37,Yes,1.0,Homemaker,Yes,8.0,Low,Solar,D
1223,Male,38,Yes,3.0,Engineer,Yes,11.0,Average,Solar,A
1224,Female,28,No,3.0,Doctor,Yes,,Low,Solar,D
1225,Male,86,Yes,1.0,Lawyer,Yes,,Low,Solar,B
1226,Female,35,No,1.0,Homemaker,No,9.0,Low,Solar,D
1227,Male,35,No,2.0,Entertainment,No,0.0,Low,Solar,D
1228,Female,46,Yes,1.0,Lawyer,No,0.0,Low,Solar,A
1229,Female,79,Yes,1.0,Lawyer,Yes,0.0,Low,Solar,C
1230,Male,63,Yes,2.0,Lawyer,Yes,5.0,High,Solar,A
1231,Female,50,Yes,3.0,Doctor,Yes,,High,Solar,B
1232,Female,35,No,1.0,Entertainment,Yes,0.0,Low,Solar,A
1233,Male,65,Yes,1.0,Doctor,No,,Low,Solar,A
1234,Male,50,Yes,4.0,Artist,No,0.0,Average,Solar,C
1235,Female,27,No,,Homemaker,No,,Low,Wind,D
1236,Male,45,Yes,3.0,Executive,Yes,0.0,High,Solar,C
1237,Female,36,No,4.0,Homemaker,Yes,0.0,Low,Solar,A
1238,Male,43,Yes,2.0,Entertainment,No,11.0,Average,Solar,B
1239,Male,62,Yes,5.0,Marketing,Yes,1.0,High,Solar,C
1240,Male,57,Yes,2.0,Artist,Yes,2.0,Average,Solar,C
1241,Male,51,No,1.0,Marketing,No,9.0,Low,Solar,D
1242,Male,59,Yes,1.0,Artist,Yes,0.0,Low,Wind,B
1243,Female,27,Yes,4.0,Artist,No,0.0,Low,Solar,A
1244,Female,83,Yes,2.0,Lawyer,No,,High,Solar,A
1245,Male,50,Yes,3.0,Entertainment,Yes,6.0,Low,Solar,A
1246,Male,75,Yes,3.0,Executive,Yes,1.0,High,Solar,C
1247,Male,28,No,2.0,Executive,No,2.0,Low,Wind,D
1248,Male,39,Yes,2.0,Artist,Yes,9.0,Average,Solar,C
1249,Female,69,Yes,2.0,Doctor,Yes,0.0,Average,Solar,C
1250,Female,41,No,1.0,Artist,Yes,1.0,Low,Hydro,D
1251,Female,28,,5.0,Healthcare,Yes,0.0,Low,Wind,D
1252,Female,39,Yes,3.0,Entertainment,No,1.0,High,Wind,A
1253,Male,47,No,1.0,Artist,Yes,0.0,Low,Wind,B
1254,Female,62,Yes,1.0,Engineer,Yes,1.0,Low,Wind,A
1255,Female,41,,4.0,Engineer,No,0.0,Low,Wind,A
1256,Male,49,Yes,3.0,Doctor,Yes,5.0,Average,Geothermal,B
1257,Female,52,Yes,2.0,Artist,Yes,8.0,Low,Solar,C
1258,Female,48,Yes,,Entertainment,No,2.0,Average,Hydro,A
1259,Female,26,No,2.0,Healthcare,Yes,7.0,Low,Wind,D
1260,Female,72,Yes,1.0,Engineer,Yes,1.0,Low,Solar,B
1261,Female,47,Yes,3.0,Artist,Yes,0.0,Low,Hydro,B
1262,Female,19,No,2.0,Healthcare,No,1.0,Low,Hydro,D
1263,Female,21,No,3.0,Healthcare,No,1.0,Low,Not Interested,D
1264,Male,39,No,1.0,Entertainment,No,1.0,Low,Solar,A
1265,Female,52,No,1.0,Artist,Yes,0.0,Low,Solar,D
1266,Male,37,Yes,3.0,Entertainment,No,8.0,Average,Solar,A
1267,Male,51,Yes,2.0,Entertainment,No,0.0,Low,Solar,A
1268,Male,48,Yes,3.0,Engineer,No,1.0,Average,Solar,C
1269,Male,22,No,3.0,Healthcare,No,,Low,Solar,D
1270,Male,47,Yes,4.0,Executive,Yes,1.0,High,Solar,C
1271,Female,45,Yes,3.0,Engineer,No,0.0,Average,Solar,A
1272,Female,29,No,2.0,Engineer,No,5.0,Low,Solar,A
1273,Female,47,Yes,1.0,Doctor,No,1.0,Low,Solar,A
1274,Male,41,Yes,2.0,Entertainment,Yes,8.0,Average,Solar,C
1275,Female,32,Yes,4.0,Homemaker,No,9.0,Average,Biomass,A
1276,Male,31,Yes,3.0,Marketing,No,2.0,Low,Solar,D
1277,Male,20,No,3.0,Marketing,No,1.0,Low,Solar,D
1278,Female,46,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
1279,Male,70,Yes,1.0,Lawyer,Yes,3.0,Low,Solar,D
1280,Male,65,Yes,3.0,Artist,Yes,1.0,Average,Solar,B
1281,Female,68,Yes,2.0,Artist,,1.0,Average,Solar,C
1282,Male,29,Yes,1.0,Homemaker,No,9.0,Low,Hydro,A
1283,Male,41,Yes,2.0,Entertainment,Yes,3.0,Average,Wind,C
1284,Male,50,Yes,5.0,Executive,No,0.0,Low,,A
1285,Male,38,Yes,2.0,Entertainment,Yes,9.0,Average,Wind,B
1286,Male,37,Yes,2.0,Executive,No,,Average,Wind,A
1287,Female,30,Yes,2.0,Engineer,No,6.0,Low,Wind,D
1288,Female,63,Yes,1.0,Engineer,Yes,1.0,Low,Wind,A
1289,Male,42,Yes,2.0,Artist,Yes,6.0,Average,Wind,C
1290,Male,41,Yes,3.0,Executive,No,0.0,High,Solar,A
1291,Female,60,Yes,4.0,Engineer,Yes,,High,Solar,B
1292,Male,46,Yes,2.0,Engineer,Yes,1.0,Low,Wind,A
1293,Female,83,Yes,2.0,Lawyer,No,0.0,High,Solar,B
1294,Male,27,Yes,2.0,Healthcare,Yes,3.0,Low,Solar,D
1295,Female,22,No,4.0,Healthcare,No,1.0,Low,Biomass,D
1296,Male,20,No,4.0,Healthcare,No,0.0,Low,Solar,D
1297,Female,40,Yes,2.0,Engineer,Yes,0.0,Low,Solar,B
1298,Female,28,No,6.0,Doctor,Yes,0.0,Low,Hydro,B
1299,Male,28,No,1.0,Doctor,Yes,,Low,Hydro,A
1300,Male,28,Yes,2.0,Entertainment,No,0.0,Low,Wind,A
1301,Female,20,No,4.0,Healthcare,No,0.0,Low,Wind,D
1302,Female,53,Yes,6.0,Engineer,No,0.0,Average,Wind,A
1303,Female,35,Yes,2.0,Doctor,Yes,0.0,Low,Solar,B
1304,Female,21,No,4.0,Healthcare,,3.0,Low,Geothermal,D
1305,Male,30,No,4.0,Healthcare,Yes,6.0,Low,Biomass,D
1306,Female,46,Yes,1.0,Artist,Yes,2.0,Low,Solar,C
1307,Female,36,No,4.0,Engineer,Yes,3.0,Low,Biomass,C
1308,Female,38,Yes,3.0,Artist,Yes,4.0,High,Biomass,B
1309,Female,26,Yes,2.0,Marketing,No,1.0,Average,,A
1310,Female,45,Yes,1.0,Doctor,Yes,1.0,Low,Hydro,B
1311,Female,46,Yes,2.0,Executive,Yes,5.0,High,Solar,C
1312,Male,25,No,1.0,Doctor,Yes,0.0,Low,Wind,A
1313,Male,27,No,7.0,Marketing,No,0.0,Low,Solar,B
1314,Female,42,Yes,1.0,Doctor,Yes,6.0,Low,Wind,B
1315,Male,20,,2.0,Marketing,No,3.0,Low,Wind,C
1316,Male,55,Yes,1.0,Doctor,Yes,6.0,Low,Wind,B
1317,Male,25,No,1.0,Marketing,No,,Low,Solar,D
1318,Male,27,Yes,2.0,Doctor,No,,High,Wind,B
1319,Male,31,No,4.0,Marketing,No,0.0,Low,Wind,C
1320,Female,38,Yes,5.0,Entertainment,No,6.0,Average,Biomass,B
1321,Male,43,Yes,2.0,Entertainment,Yes,,Average,Solar,C
1322,Female,59,Yes,3.0,Artist,Yes,2.0,High,Solar,C
1323,Male,61,Yes,3.0,Executive,No,1.0,Average,Solar,B
1324,Female,27,Yes,2.0,Engineer,Yes,1.0,Low,Solar,D
1325,Male,26,Yes,5.0,Executive,No,1.0,High,Solar,A
1326,Male,39,Yes,4.0,Artist,Yes,,Average,Hydro,A
1327,Male,51,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
1328,Male,47,Yes,3.0,Entertainment,No,0.0,Average,Solar,C
1329,Male,52,Yes,4.0,Artist,Yes,1.0,Average,Solar,B
1330,Male,59,Yes,2.0,Lawyer,Yes,,High,Solar,B
1331,Male,57,Yes,2.0,Engineer,No,1.0,Average,Solar,B
1332,Female,86,Yes,2.0,Lawyer,Yes,1.0,High,Solar,C
1333,Male,49,Yes,2.0,Artist,Yes,,Average,Solar,B
1334,Male,30,No,4.0,Doctor,No,,Low,Hydro,A
1335,Female,43,Yes,4.0,Engineer,No,0.0,Average,Solar,B
1336,Male,19,No,5.0,Healthcare,No,,Low,Biomass,D
1337,Male,20,No,4.0,Healthcare,No,,Low,Solar,D
1338,Male,19,No,3.0,Healthcare,No,,Low,Solar,D
1339,Female,43,Yes,1.0,Doctor,Yes,0.0,Low,Solar,A
1340,Male,31,No,4.0,Healthcare,No,0.0,Low,Hydro,C
1341,Male,30,Yes,2.0,Executive,No,1.0,High,Solar,D
1342,Male,27,Yes,3.0,Doctor,Yes,8.0,Average,Solar,D
1343,Male,36,Yes,4.0,Executive,Yes,,High,Solar,B
1344,Male,47,Yes,2.0,Executive,Yes,0.0,Low,Solar,A
1345,Male,35,Yes,4.0,Executive,Yes,1.0,High,Solar,A
1346,Male,25,Yes,2.0,Entertainment,Yes,0.0,Low,Not Interested,A
1347,Female,25,Yes,3.0,Artist,No,0.0,Low,Solar,A
1348,Male,38,No,1.0,Artist,No,1.0,Low,Wind,D
1349,Female,32,No,3.0,Engineer,No,0.0,Low,Solar,B
1350,Male,48,Yes,6.0,Executive,No,1.0,High,Solar,C
1351,Female,38,No,1.0,Artist,No,10.0,Low,Solar,A
1352,Male,70,Yes,2.0,Executive,No,,High,Solar,A
1353,Male,42,No,1.0,Marketing,Yes,,Low,Solar,A
1354,Female,85,Yes,2.0,Artist,Yes,1.0,High,Biomass,C
1355,Female,25,No,3.0,Healthcare,Yes,1.0,Low,Solar,B
1356,Female,31,No,2.0,Doctor,Yes,1.0,Low,Hydro,D
1357,Female,20,No,4.0,Healthcare,No,3.0,Low,Hydro,D
1358,Female,37,Yes,2.0,Artist,Yes,0.0,Average,Hydro,C
1359,Male,33,No,2.0,Artist,Yes,8.0,Low,Solar,A
1360,Female,52,No,1.0,Artist,No,5.0,Low,Solar,C
1361,Male,26,No,3.0,Doctor,Yes,0.0,Low,Solar,D
1362,Female,21,No,5.0,Healthcare,No,9.0,Low,Hydro,D
1363,Female,42,No,1.0,Engineer,Yes,0.0,Low,Solar,A
1364,Female,35,Yes,4.0,Homemaker,Yes,,Average,Biomass,C
1365,Male,39,Yes,4.0,Artist,Yes,0.0,Average,Solar,B
1366,Female,41,Yes,2.0,Doctor,Yes,1.0,Average,Solar,C
1367,Female,18,No,5.0,Healthcare,No,1.0,Low,Solar,D
1368,Male,22,No,1.0,Healthcare,No,0.0,Low,Solar,D
1369,Female,25,Yes,2.0,Engineer,No,2.0,Low,Solar,A
1370,Female,20,No,5.0,Healthcare,No,4.0,Low,,D
1371,Female,18,No,4.0,Entertainment,No,0.0,Low,Biomass,C
1372,Female,20,No,5.0,Healthcare,No,1.0,Low,Geothermal,D
1373,Male,21,No,4.0,Marketing,No,0.0,Low,Biomass,D
1374,Female,25,No,4.0,Healthcare,No,1.0,Low,Wind,A
1375,Female,60,Yes,2.0,Artist,Yes,,Average,Solar,C
1376,Female,46,Yes,5.0,Engineer,No,0.0,Average,Wind,B
1377,Male,68,Yes,2.0,Executive,No,1.0,High,Solar,A
1378,Male,21,No,4.0,Healthcare,No,1.0,Low,Biomass,D
1379,Male,27,No,3.0,Doctor,Yes,0.0,Low,Solar,D
1380,Male,59,Yes,4.0,Executive,Yes,1.0,High,Solar,C
1381,Female,26,No,1.0,Artist,Yes,8.0,Low,Solar,A
1382,Male,26,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
1383,Female,32,Yes,2.0,Doctor,No,1.0,Average,Not Interested,B
1384,Male,33,No,6.0,Healthcare,No,0.0,Low,Solar,C
1385,Male,28,No,3.0,Healthcare,Yes,0.0,Low,Solar,D
1386,Female,30,No,3.0,Healthcare,Yes,0.0,Low,Not Interested,D
1387,Female,32,No,1.0,Artist,Yes,,Low,Solar,A
1388,Female,41,No,3.0,Engineer,No,3.0,Low,Wind,D
1389,Male,42,Yes,2.0,Artist,Yes,13.0,Low,Solar,A
1390,Female,45,Yes,4.0,Doctor,Yes,1.0,Average,Solar,C
1391,Female,39,No,2.0,,Yes,1.0,Low,Solar,C
1392,Female,29,No,1.0,Engineer,No,0.0,Low,Solar,A
1393,Male,46,Yes,3.0,Entertainment,Yes,1.0,Average,Solar,B
1394,Female,26,Yes,4.0,Marketing,Yes,5.0,High,Biomass,A
1395,Female,26,No,4.0,Healthcare,Yes,,Low,Solar,B
1396,Female,41,Yes,,Doctor,Yes,1.0,Low,Solar,B
1397,Female,38,Yes,3.0,Marketing,Yes,9.0,Low,Solar,B
1398,Male,69,Yes,4.0,Executive,No,1.0,High,Solar,C
1399,Male,46,No,2.0,Artist,Yes,0.0,Low,Solar,A
1400,Female,40,No,1.0,Artist,No,0.0,Low,Geothermal,D
1401,Male,25,No,3.0,Engineer,No,9.0,Low,Hydro,D
1402,Male,59,Yes,2.0,,No,1.0,Average,Hydro,B
1403,Male,26,No,4.0,Doctor,No,1.0,Low,Solar,D
1404,Female,33,No,4.0,Artist,Yes,0.0,Low,Solar,D
1405,Male,56,Yes,2.0,Executive,Yes,8.0,High,Solar,C
1406,Male,30,No,5.0,Healthcare,No,0.0,Low,Hydro,C
1407,Female,26,No,3.0,Healthcare,No,0.0,Low,Solar,A
1408,Female,28,No,5.0,Doctor,No,0.0,Low,Wind,A
1409,Female,28,Yes,6.0,Doctor,No,0.0,Average,Solar,D
1410,Male,20,No,4.0,Healthcare,No,1.0,Low,Solar,D
1411,Male,41,Yes,3.0,Executive,No,1.0,Average,Solar,B
1412,Male,37,Yes,3.0,Artist,Yes,0.0,High,Solar,C
1413,Male,59,Yes,3.0,Artist,Yes,1.0,Average,Wind,B
1414,Female,43,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
1415,Male,20,No,3.0,Healthcare,No,1.0,Low,Solar,D
1416,Female,30,No,5.0,Healthcare,Yes,1.0,Low,Biomass,D
1417,Male,66,Yes,2.0,Executive,No,0.0,Average,Solar,B
1418,Male,28,Yes,3.0,Artist,Yes,1.0,Average,Solar,A
1419,Male,49,Yes,3.0,Entertainment,Yes,0.0,Average,Solar,C
1420,Female,61,Yes,3.0,Artist,Yes,0.0,Average,,C
1421,Male,27,Yes,2.0,Artist,Yes,9.0,Average,Solar,A
1422,Female,35,Yes,1.0,Engineer,No,1.0,Low,Hydro,A
1423,Male,33,Yes,2.0,Healthcare,Yes,0.0,Average,Solar,A
1424,Female,36,Yes,2.0,Artist,Yes,2.0,Average,Solar,C
1425,Female,27,No,1.0,Artist,Yes,9.0,Low,Solar,A
1426,Female,29,No,,Healthcare,No,,Low,,D
1427,Female,31,No,5.0,Engineer,No,1.0,Low,Hydro,A
1428,Female,30,No,4.0,Healthcare,No,0.0,Low,Hydro,D
1429,Female,43,Yes,2.0,Artist,Yes,,Average,Solar,C
1430,Male,47,Yes,4.0,Executive,No,1.0,Low,Hydro,D
1431,Female,42,No,1.0,Engineer,No,,Low,Solar,A
1432,Female,33,No,5.0,Healthcare,Yes,,Low,Biomass,D
1433,Female,36,No,4.0,Artist,Yes,1.0,Low,Biomass,B
1434,Female,30,No,3.0,Engineer,Yes,1.0,Low,Solar,D
1435,Male,60,Yes,1.0,Artist,Yes,9.0,Low,Solar,B
1436,Female,32,No,3.0,Healthcare,Yes,0.0,Low,Hydro,B
1437,Female,32,Yes,2.0,Artist,Yes,0.0,Average,Hydro,B
1438,Female,28,No,3.0,Healthcare,No,7.0,Low,Geothermal,D
1439,Male,46,Yes,4.0,Healthcare,Yes,2.0,High,Not Interested,B
1440,Female,38,Yes,1.0,Artist,Yes,4.0,Low,Solar,B
1441,Male,28,Yes,,Artist,,8.0,Low,Solar,A
1442,Male,30,Yes,2.0,Entertainment,Yes,7.0,Low,Solar,B
1443,Female,52,Yes,3.0,Artist,Yes,0.0,Average,,C
1444,Female,46,Yes,4.0,Engineer,Yes,1.0,Average,Solar,B
1445,Male,37,Yes,2.0,Engineer,No,0.0,Average,Tidal,C
1446,Female,25,No,3.0,Engineer,Yes,2.0,Low,Solar,D
1447,Female,43,Yes,4.0,Engineer,Yes,1.0,Average,Solar,B
1448,Male,32,No,4.0,Marketing,No,0.0,Low,Solar,D
1449,Female,50,Yes,4.0,Engineer,Yes,1.0,High,Solar,B
1450,Male,43,Yes,3.0,Artist,No,3.0,Average,Solar,C
1451,Male,37,Yes,2.0,Artist,Yes,0.0,Average,Hydro,C
1452,Male,61,Yes,4.0,Healthcare,No,0.0,High,Not Interested,B
1453,Male,39,Yes,2.0,Artist,Yes,5.0,Average,Solar,C
1454,Male,46,Yes,5.0,Artist,Yes,1.0,Average,Solar,C
1455,Male,37,Yes,4.0,Entertainment,No,0.0,Average,Hydro,A
1456,Female,36,Yes,3.0,Engineer,No,0.0,Low,Biomass,B
1457,Female,28,No,1.0,Artist,No,0.0,Low,Solar,D
1458,Male,86,Yes,1.0,Lawyer,Yes,0.0,Low,Solar,B
1459,Male,42,No,1.0,Artist,Yes,8.0,Low,Solar,A
1460,Male,82,Yes,1.0,Executive,Yes,1.0,Low,Solar,D
1461,Female,18,No,8.0,Healthcare,No,1.0,Low,Hydro,D
1462,Female,18,No,4.0,Engineer,No,0.0,Low,Solar,D
1463,Female,36,No,1.0,Artist,Yes,1.0,Low,Geothermal,B
1464,Female,26,No,6.0,Engineer,No,1.0,Low,Solar,A
1465,Male,49,Yes,2.0,Entertainment,Yes,1.0,Average,Solar,A
1466,Female,69,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
1467,Female,29,No,6.0,Artist,No,1.0,Low,Hydro,D
1468,Male,68,No,2.0,Entertainment,Yes,1.0,Low,Solar,B
1469,Male,33,No,3.0,Healthcare,No,4.0,Low,Hydro,D
1470,Male,38,Yes,5.0,Executive,No,3.0,High,Solar,B
1471,Male,52,Yes,3.0,Entertainment,No,1.0,Average,Solar,B
1472,Male,28,Yes,2.0,Artist,Yes,1.0,Low,Solar,D
1473,Female,27,No,5.0,Healthcare,No,1.0,Low,Biomass,C
1474,Female,28,No,4.0,Engineer,No,0.0,Low,Hydro,A
1475,Female,25,Yes,3.0,Engineer,No,7.0,High,Solar,D
1476,Female,30,No,1.0,Artist,Yes,8.0,Low,Solar,A
1477,Male,40,Yes,3.0,Artist,Yes,1.0,Average,Biomass,C
1478,Female,25,No,9.0,Artist,Yes,0.0,Low,Solar,A
1479,Female,30,No,1.0,Artist,Yes,5.0,Low,,A
1480,Female,43,Yes,2.0,Engineer,No,0.0,Average,Hydro,A
1481,Female,26,No,4.0,Artist,Yes,1.0,Low,Solar,C
1482,Female,37,Yes,3.0,Entertainment,No,0.0,Average,Solar,A
1483,Female,28,No,5.0,Healthcare,No,1.0,Low,Not Interested,C
1484,Female,31,Yes,5.0,Marketing,No,1.0,Low,Hydro,D
1485,Male,46,Yes,3.0,Artist,Yes,1.0,Low,Solar,B
1486,Female,47,Yes,4.0,Artist,Yes,5.0,Average,Solar,C
1487,Male,28,No,4.0,Healthcare,No,1.0,Low,Solar,C
1488,Male,30,No,1.0,Healthcare,No,0.0,Low,Solar,D
1489,Female,29,,1.0,Entertainment,Yes,1.0,High,Tidal,A
1490,Male,23,No,5.0,Artist,No,2.0,Low,Solar,D
1491,Female,22,No,5.0,Healthcare,No,1.0,Low,Solar,D
1492,Male,20,No,5.0,Healthcare,No,1.0,Low,Not Interested,D
1493,Male,22,No,4.0,Entertainment,No,1.0,Low,Solar,D
1494,Female,19,No,4.0,Healthcare,No,0.0,Low,Solar,D
1495,Male,21,No,3.0,Healthcare,No,1.0,Low,Solar,D
1496,Female,19,No,4.0,Healthcare,No,0.0,Low,Solar,D
1497,Male,39,No,2.0,Artist,Yes,1.0,Low,Solar,B
1498,Female,38,Yes,2.0,Artist,Yes,8.0,Low,Solar,B
1499,Male,33,No,1.0,Healthcare,Yes,3.0,Low,Solar,D
1500,Female,38,No,1.0,Homemaker,Yes,4.0,Low,Solar,D
1501,Female,29,No,3.0,Healthcare,Yes,0.0,Low,Solar,A
1502,Female,35,Yes,1.0,Entertainment,No,4.0,Low,Solar,B
1503,Male,32,Yes,2.0,Artist,Yes,9.0,Average,Solar,B
1504,Male,59,Yes,1.0,Artist,Yes,0.0,Low,Solar,B
1505,Female,32,No,1.0,Doctor,Yes,0.0,Low,Solar,D
1506,Female,29,No,3.0,Healthcare,Yes,8.0,Low,Hydro,A
1507,Female,31,No,4.0,Entertainment,Yes,0.0,Low,Biomass,B
1508,Male,59,Yes,4.0,Executive,No,0.0,High,Solar,A
1509,Male,87,Yes,2.0,Lawyer,Yes,0.0,High,Solar,A
1510,Male,53,Yes,2.0,Executive,Yes,0.0,Low,Solar,A
1511,Male,83,Yes,2.0,Lawyer,No,0.0,High,Solar,B
1512,Male,33,No,5.0,Healthcare,No,1.0,Low,Hydro,C
1513,Female,26,No,4.0,Engineer,No,,Low,Solar,D
1514,Female,39,Yes,5.0,Artist,Yes,7.0,High,,B
1515,Female,27,No,5.0,Healthcare,No,1.0,Low,Hydro,C
1516,Female,42,Yes,2.0,Artist,Yes,5.0,Average,Hydro,C
1517,Male,46,Yes,2.0,Artist,Yes,4.0,Average,Solar,C
1518,Male,63,Yes,2.0,Doctor,Yes,0.0,High,Solar,C
1519,Male,32,No,2.0,Doctor,Yes,1.0,Low,Solar,A
1520,Female,38,No,3.0,Engineer,Yes,0.0,Low,Solar,D
1521,Male,38,No,2.0,Entertainment,Yes,1.0,Low,Solar,A
1522,Female,63,Yes,1.0,Engineer,Yes,1.0,Low,Solar,B
1523,Female,45,No,1.0,Artist,Yes,1.0,Low,Solar,B
1524,Female,33,No,5.0,Healthcare,Yes,1.0,Low,Biomass,B
1525,Male,27,No,2.0,Entertainment,No,0.0,Low,Solar,A
1526,Female,87,Yes,2.0,Artist,No,7.0,High,Not Interested,C
1527,Female,25,No,1.0,Healthcare,No,14.0,Low,Solar,D
1528,Male,61,Yes,4.0,Artist,Yes,0.0,Average,Solar,C
1529,Male,41,Yes,4.0,Artist,Yes,1.0,High,Solar,A
1530,Male,86,Yes,2.0,Lawyer,Yes,,High,Solar,A
1531,Male,51,Yes,3.0,Executive,Yes,4.0,High,Solar,C
1532,Male,83,,2.0,Lawyer,No,0.0,High,Solar,B
1533,Male,60,Yes,3.0,Artist,Yes,3.0,High,Solar,B
1534,Male,65,Yes,3.0,Artist,Yes,6.0,Average,Solar,C
1535,Female,32,No,,Healthcare,No,1.0,Low,Solar,D
1536,Female,41,Yes,1.0,Artist,Yes,1.0,Low,Solar,D
1537,Female,56,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
1538,Female,74,Yes,2.0,Lawyer,No,1.0,High,Solar,A
1539,Male,39,Yes,2.0,Artist,Yes,4.0,Average,Biomass,C
1540,Female,42,No,2.0,Artist,No,2.0,Low,Solar,B
1541,Male,68,Yes,2.0,Artist,Yes,5.0,High,Solar,A
1542,Male,30,No,1.0,Artist,Yes,1.0,Low,Solar,A
1543,Female,32,No,3.0,Healthcare,No,1.0,Low,Solar,D
1544,Male,43,Yes,1.0,Artist,Yes,13.0,Low,Solar,C
1545,Female,40,Yes,2.0,Artist,Yes,3.0,High,Geothermal,B
1546,Female,87,Yes,2.0,Entertainment,No,0.0,High,Solar,B
1547,Male,43,Yes,2.0,Entertainment,No,1.0,Low,Solar,A
1548,Male,48,Yes,3.0,Doctor,Yes,1.0,Average,Biomass,B
1549,Female,58,Yes,2.0,Marketing,Yes,0.0,Average,Solar,C
1550,Male,52,Yes,3.0,Artist,Yes,,High,Solar,B
1551,Female,30,No,3.0,Healthcare,No,14.0,Low,Solar,A
1552,Female,53,Yes,2.0,Artist,Yes,2.0,Low,Solar,C
1553,Female,56,Yes,3.0,Artist,Yes,3.0,Average,Solar,C
1554,Male,48,Yes,4.0,Artist,Yes,1.0,Average,Solar,C
1555,Male,28,Yes,5.0,Doctor,No,1.0,Low,Solar,A
1556,Female,61,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
1557,Male,62,Yes,3.0,Entertainment,Yes,1.0,Average,Solar,C
1558,Female,49,Yes,5.0,Artist,Yes,1.0,Average,Hydro,C
1559,Male,40,Yes,2.0,Entertainment,,0.0,High,Solar,A
1560,Male,62,Yes,2.0,Entertainment,Yes,1.0,Low,Solar,A
1561,Male,35,No,,Entertainment,Yes,1.0,Low,Tidal,A
1562,Female,48,No,1.0,Artist,Yes,4.0,Low,Solar,C
1563,Female,36,Yes,3.0,Artist,Yes,1.0,Average,Biomass,C
1564,Female,56,Yes,5.0,Artist,Yes,1.0,Average,Solar,C
1565,Female,66,Yes,2.0,Marketing,No,0.0,High,Tidal,C
1566,Male,40,No,2.0,Artist,Yes,6.0,Low,Solar,A
1567,Female,57,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
1568,Male,42,Yes,3.0,Artist,Yes,,Average,Biomass,C
1569,Male,35,Yes,3.0,Marketing,No,1.0,Low,Solar,D
1570,Male,58,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
1571,Male,29,No,5.0,Artist,No,8.0,Low,Geothermal,A
1572,Male,26,No,1.0,Doctor,No,0.0,Low,Solar,D
1573,Female,84,Yes,2.0,Lawyer,Yes,1.0,High,Solar,B
1574,Male,86,Yes,1.0,Executive,Yes,0.0,Low,Solar,D
1575,Male,77,Yes,2.0,Lawyer,No,1.0,High,Solar,A
1576,Female,37,No,3.0,Artist,Yes,0.0,Low,Solar,B
1577,Male,74,Yes,2.0,Executive,No,0.0,High,Solar,D
1578,Male,27,No,2.0,Artist,No,1.0,Low,Solar,A
1579,Female,56,Yes,1.0,Artist,Yes,0.0,Low,Solar,B
